Division,State,Party,Primary Vote,Name,Gender
Bruce,VIC,ALP,0.39670317535211974,Julian Hill,MANUAL
Bruce,VIC,LP,0.2894961399845399,James Moody,MANUAL
Bruce,VIC,GRN,0.09309212837939584,Matthew Kirwan,MANUAL
Calwell,VIC,ON,0.06566430405978901,Mark Preston,MANUAL
Calwell,VIC,LP,0.22168454237811264,Tim Staker-gunn,MANUAL
Calwell,VIC,GRN,0.09123777819420407,Natalie Abboud,MANUAL
Calwell,VIC,ALP,0.4202757966908806,Maria Vamvakinou,MANUAL
Calwell,VIC,UAPP,0.08353266680629196,Joshua Naim,MANUAL
Casey,VIC,GRN,0.12132902995116351,Jenny Game,MANUAL
Casey,VIC,LP,0.3420153754951869,Aaron Violi,MANUAL
Casey,VIC,ALP,0.2331636445757624,Bill Brindle,MANUAL
Casey,VIC,ON,0.03067571255163588,Paul Murphy,MANUAL
Casey,VIC,UAPP,0.045486624071965596,Anthony sebastian Bellve,MANUAL
Chisholm,VIC,LP,0.3459484009834026,Gladys Liu,MANUAL
Chisholm,VIC,ON,0.013595837323881083,Aaron Tyrrell,MANUAL
Chisholm,VIC,GRN,0.1197658001007099,Sarah Newman,MANUAL
Chisholm,VIC,UAPP,0.022659728873135138,Melanie merle Kempson,MANUAL
Chisholm,VIC,ALP,0.38202624381670797,Carina Garland,MANUAL
Cooper,VIC,GRN,0.2619307795218497,Celeste Liddle,MANUAL
Cooper,VIC,LP,0.1565477588619165,Jadon Atkinson,MANUAL
Cooper,VIC,UAPP,0.04258621922201003,Adam La rosa,MANUAL
Cooper,VIC,ON,0.02866655092474392,William tristan Turner,MANUAL
Cooper,VIC,ALP,0.3957761006546227,Ged Kearney,MANUAL
Corangamite,VIC,GRN,0.1461044214935034,Alex Marshall,MANUAL
Corangamite,VIC,ALP,0.36716957784017895,Libby Coker,MANUAL
Corangamite,VIC,LP,0.32804721336442816,Stephanie Asher,MANUAL
Corangamite,VIC,ON,0.02425396221027081,Luke Sorensen,MANUAL
Corangamite,VIC,UAPP,0.03077435628956261,Daniel william Abou-zeid,MANUAL
Corio,VIC,LP,0.2328982744292907,Manish Patel,MANUAL
Corio,VIC,GRN,0.1412719362565381,Simon Northeast,MANUAL
Corio,VIC,ON,0.037033778168841965,Robert Jones,MANUAL
Corio,VIC,UAPP,0.046741946521972916,Shane Murdock,MANUAL
Corio,VIC,ALP,0.3993351908882045,Richard Marles,MANUAL
Deakin,VIC,ALP,0.3137322329206786,Matt Gregg,MANUAL
Deakin,VIC,GRN,0.13281369402414794,Rob Humphreys,MANUAL
Deakin,VIC,LP,0.3976195934586581,Michael Sukkar,MANUAL
Deakin,VIC,UAPP,0.027090019868561823,Bianca joy Gidley,MANUAL
Deakin,VIC,ON,0.022027357481277703,Natasha Coughlan,MANUAL
Dunkley,VIC,ALP,0.38325105502030415,Peta Murphy,MANUAL
Dunkley,VIC,GRN,0.09851500915677999,Liam O'brien,MANUAL
Dunkley,VIC,LP,0.30961860020702286,Sharn Coombes,MANUAL
Dunkley,VIC,ON,0.026763675451867187,Scott Middlebrook,MANUAL
Dunkley,VIC,UAPP,0.04823234333943786,Adrian kain Irvine,MANUAL
Flinders,VIC,UAPP,0.042757842602950596,Alex Van der end,MANUAL
Flinders,VIC,ON,0.032250045415865916,Cyndi Marr,MANUAL
Flinders,VIC,LP,0.4112573980055264,Zoe Mckenzie,MANUAL
Flinders,VIC,GRN,0.0888525561961583,Colin Lane,MANUAL
Flinders,VIC,ALP,0.20544225492164567,Surbhi Snowball,MANUAL
Fraser,VIC,LP,0.235888707852925,David Wood,MANUAL
Fraser,VIC,ALP,0.4019551884100084,Daniel Mulino,MANUAL
Fraser,VIC,GRN,0.17723305555267282,Bella Mitchell-sears,MANUAL
Fraser,VIC,UAPP,0.04242468269699769,Keith james aaron Raymond,MANUAL
Fraser,VIC,ON,0.02796832677798649,Sabine De pyle,MANUAL
Gellibrand,VIC,GRN,0.15724367042898707,Suzette Rodoreda,MANUAL
Gellibrand,VIC,LP,0.2565771825929059,Monica Clark,MANUAL
Gellibrand,VIC,UAPP,0.052411117759940576,Abraham Isac,MANUAL
Gellibrand,VIC,ON,0.028908651961290055,Rob Braddock,MANUAL
Gellibrand,VIC,ALP,0.40630996842952355,Tim Watts,MANUAL
Gippsland,VIC,ON,0.09081641485299917,Greg Hansford,MANUAL
Gippsland,VIC,NP,0.5254426374556401,Darren Chester,MANUAL
Gippsland,VIC,UAPP,0.04417238096154031,Gregory emil Forster,MANUAL
Gippsland,VIC,GRN,0.0821800555881476,Marjorie Thorpe,MANUAL
Gippsland,VIC,ALP,0.18661460487213763,Jannette Langley,MANUAL
Goldstein,VIC,GRN,0.0756394352885581,Alana Galli-mcrostie,MANUAL
Goldstein,VIC,ON,0.0121980034260736,Lisa Stark,MANUAL
Goldstein,VIC,UAPP,0.018114871916041508,Catherine frances Reynolds,MANUAL
Goldstein,VIC,LP,0.38993246303187823,Tim Wilson,MANUAL
Goldstein,VIC,ALP,0.106316577076811,Martyn Abbott,MANUAL
Gorton,VIC,ON,0.06751203239452187,Daniel Connor,MANUAL
Gorton,VIC,GRN,0.0836490057574631,Praise Morris,MANUAL
Gorton,VIC,UAPP,0.07115943048340585,Michael Virag,MANUAL
Gorton,VIC,ALP,0.383609818835847,Brendan O'connor,MANUAL
Gorton,VIC,LP,0.2547149905047075,John Fletcher,MANUAL
Hawke,VIC,ALP,0.3373402585362256,Sam Rae,MANUAL
Hawke,VIC,LP,0.24189045396601314,Enamul Haque,MANUAL
Hawke,VIC,GRN,0.08201729896016603,Lynda Wheelock,MANUAL
Hawke,VIC,ON,0.05132797437815401,Nick Suduk,MANUAL
Hawke,VIC,UAPP,0.06459191521191752,Andrew glenn Cuthbertson,MANUAL
Higgins,VIC,UAPP,0.019504502212952128,Ingram magnus Spencer,MANUAL
Higgins,VIC,LP,0.3953706058910312,Katie Allen,MANUAL
Higgins,VIC,ALP,0.2766139288802971,Michelle Ananda-rajah,MANUAL
Higgins,VIC,GRN,0.2200946227806888,Sonya Semmens,MANUAL
Holt,VIC,ALP,0.3818845074272258,Cassandra Fernando,MANUAL
Holt,VIC,UAPP,0.09032515795338666,Gerardine Hansen,MANUAL
Holt,VIC,ON,0.04515206627208982,Sandy Ambard,MANUAL
Holt,VIC,GRN,0.0797178390084417,Sujit Mathew,MANUAL
Holt,VIC,LP,0.27621080075270965,Ranj Perera,MANUAL
Hotham,VIC,ALP,0.4537010299355087,Clare O'neil,MANUAL
Hotham,VIC,GRN,0.11943401674848397,Louisa Willoughby,MANUAL
Hotham,VIC,UAPP,0.05649244393108095,Bruce scott Ridgway,MANUAL
Hotham,VIC,ON,0.028164404658773703,Roger Tull,MANUAL
Hotham,VIC,LP,0.24326691693136973,Savitri Bevinakoppa,MANUAL
Indi,VIC,UAPP,0.023807751014481963,Stephen Williams,MANUAL
Indi,VIC,ON,0.04994229552138789,Beth Stevens,MANUAL
Indi,VIC,GRN,0.03374781281411712,Benjamin Gilbert,MANUAL
Indi,VIC,NP,0.035869848479207773,Liz Fisher,MANUAL
Indi,VIC,ALP,0.08118647853765683,Nadia David,MANUAL
Indi,VIC,LP,0.2884758571907226,Ross Lyman,MANUAL
Isaacs,VIC,ON,0.030817399523462578,Boris Sokiransky,MANUAL
Isaacs,VIC,ALP,0.3862316129413386,Mark Dreyfus,MANUAL
Isaacs,VIC,LP,0.30823307012189116,Robbie Beaton,MANUAL
Isaacs,VIC,GRN,0.12426402536281826,Alex Breskin,MANUAL
Isaacs,VIC,UAPP,0.04780142961227182,Scott anson Mccamish,MANUAL
Jagajaga,VIC,ALP,0.3934781369363206,Kate Thwaites,MANUAL
Jagajaga,VIC,UAPP,0.03318890979229614,Allison Zelinka,MANUAL
Jagajaga,VIC,GRN,0.16014860422248828,Liz Chase,MANUAL
Jagajaga,VIC,ON,0.02160652186306368,John Booker,MANUAL
Jagajaga,VIC,LP,0.28062824240351175,Sahil Tomar,MANUAL
Kooyong,VIC,UAPP,0.009577219290850014,Scott andrew Hardiman,MANUAL
Kooyong,VIC,ON,0.007019504940177904,Josh Coyne,MANUAL
Kooyong,VIC,LP,0.4143118327444275,Josh Frydenberg,MANUAL
Kooyong,VIC,ALP,0.06717315726154051,Peter Lynch,MANUAL
Kooyong,VIC,GRN,0.06120515710997224,Piers Mitchem,MANUAL
La Trobe,VIC,LP,0.43456918516977794,Jason Wood,MANUAL
La Trobe,VIC,ON,0.04737143154282149,Hadden Ervin,MANUAL
La Trobe,VIC,GRN,0.10379075451094587,Michael Schilling,MANUAL
La Trobe,VIC,UAPP,0.06429202849565806,Merryn Mott,MANUAL
La Trobe,VIC,ALP,0.24874421506941916,Abhimanyu Kumar,MANUAL
Lalor,VIC,UAPP,0.0672507796423192,Juanita coral Paterson,MANUAL
Lalor,VIC,ALP,0.4141863079958419,Joanne Ryan,MANUAL
Lalor,VIC,ON,0.03700914356026052,James Ingarfill,MANUAL
Lalor,VIC,GRN,0.09750302310287036,Jack Boddeke,MANUAL
Lalor,VIC,LP,0.2342427392494219,Ravi Gaddipati,MANUAL
Macnamara,VIC,LP,0.28002865061816823,Colleen Harkin,MANUAL
Macnamara,VIC,ALP,0.30676922757518194,Josh Burns,MANUAL
Macnamara,VIC,ON,0.014003508662659732,Debera Anne,MANUAL
Macnamara,VIC,GRN,0.2863712331184537,Steph Hodgins-may,MANUAL
Macnamara,VIC,UAPP,0.02140491835611888,Jane elizabeth Hickey,MANUAL
Mallee,VIC,NP,0.463227557180041,Anne Webster,MANUAL
Mallee,VIC,ALP,0.15813811818131474,Carole Hart,MANUAL
Mallee,VIC,GRN,0.050423658415019106,Sam Mccoll,MANUAL
Mallee,VIC,UAPP,0.0855716158091968,Stuart william King,MANUAL
Mallee,VIC,ON,0.06369644274611877,Vanessa Atkinson,MANUAL
Maribyrnong,VIC,ALP,0.40240683622389645,Bill Shorten,MANUAL
Maribyrnong,VIC,ON,0.02252111038074531,Jodie Tindal,MANUAL
Maribyrnong,VIC,UAPP,0.034717095616119735,Darren Besanko,MANUAL
Maribyrnong,VIC,LP,0.25780452040248775,Mira D'silva,MANUAL
Maribyrnong,VIC,GRN,0.15450270516256256,Rhonda Pryor,MANUAL
McEwen,VIC,GRN,0.13573270973634294,Neil Barker,MANUAL
McEwen,VIC,UAPP,0.0549394301313769,Paul joseph Mcrae,MANUAL
McEwen,VIC,ON,0.05406626052570832,Chris Bradbury,MANUAL
McEwen,VIC,LP,0.31911839979124224,Richard Welch,MANUAL
McEwen,VIC,ALP,0.35366379959252087,Rob Mitchell,MANUAL
Melbourne,VIC,UAPP,0.017176052020623323,Justin Borg,MANUAL
Melbourne,VIC,ALP,0.24276625895737647,Keir Paterson,MANUAL
Melbourne,VIC,GRN,0.4812410174976633,Adam Bandt,MANUAL
Melbourne,VIC,LP,0.1473381642026553,James Damches,MANUAL
Melbourne,VIC,ON,0.00941718007216153,Walter Stragan,MANUAL
Menzies,VIC,ALP,0.32225458447506083,Naomi Oakley,MANUAL
Menzies,VIC,ON,0.022151110429800527,John Hayes,MANUAL
Menzies,VIC,LP,0.40743863414260256,Keith Wolahan,MANUAL
Menzies,VIC,GRN,0.13690191043746527,Bill Pheasant,MANUAL
Menzies,VIC,UAPP,0.03490332841512254,Nathan Scaglione,MANUAL
Monash,VIC,GRN,0.09395450603169597,Mat Morgan,MANUAL
Monash,VIC,LP,0.36018686430655206,Russell Broadbent,MANUAL
Monash,VIC,ON,0.07183828747141843,Allan Hicken,MANUAL
Monash,VIC,ALP,0.24401758259086967,Jessica O'donnell,MANUAL
Monash,VIC,UAPP,0.03933414807222266,Christine ann Mcshane,MANUAL
Nicholls,VIC,NP,0.24079342041606192,Sam Birrell,MANUAL
Nicholls,VIC,ON,0.06017416545718433,Rikkie-lee Tyrrell,MANUAL
Nicholls,VIC,ALP,0.1061441702951137,Bill Lodwick,MANUAL
Nicholls,VIC,UAPP,0.03697145621673924,Robert Peterson,MANUAL
Nicholls,VIC,GRN,0.029588776003870342,Ian Christoe,MANUAL
Nicholls,VIC,LP,0.1662989840348331,Steve Brooks,MANUAL
Scullin,VIC,GRN,0.10301606359195165,Patchouli Paterson,MANUAL
Scullin,VIC,ON,0.06113894179017968,Ursula Van bree,MANUAL
Scullin,VIC,ALP,0.43623209406309515,Andrew Giles,MANUAL
Scullin,VIC,UAPP,0.07704727995363087,Yassin Albarri,MANUAL
Scullin,VIC,LP,0.20472799536308686,Virosh Perera,MANUAL
Wannon,VIC,LP,0.4212400659769081,Dan Tehan,MANUAL
Wannon,VIC,ON,0.030692382666066876,Ronnie Graham,MANUAL
Wannon,VIC,GRN,0.06039136302294197,Hilary Mcallister,MANUAL
Wannon,VIC,UAPP,0.031001649422702053,Craige Kensen,MANUAL
Wannon,VIC,ALP,0.18090230919178288,Gilbert Wilson,MANUAL
Wills,VIC,LP,0.16419060310453604,Tom Wright,MANUAL
Wills,VIC,ON,0.026589487054022257,Jill Tindal,MANUAL
Wills,VIC,UAPP,0.034897400393532736,Irene Zivkovic,MANUAL
Wills,VIC,ALP,0.3690566666319636,Peter Khalil,MANUAL
Wills,VIC,GRN,0.26852883304009245,Sarah Jefford,MANUAL
Brand,WA,ALP,0.4698235386180452,Madeleine King,MANUAL
Brand,WA,LP,0.2059629078957665,Peter Hudson,MANUAL
Brand,WA,UAPP,0.02651811565850223,David Pike,MANUAL
Brand,WA,GRN,0.10662023632522107,Heather Lonsdale,MANUAL
Brand,WA,ON,0.05026801784177166,Jake Taylor,MANUAL
Burt,WA,ON,0.04562612496785806,Travis Carter,MANUAL
Burt,WA,UAPP,0.023389046027256364,Joshua Mccurry,MANUAL
Burt,WA,GRN,0.09260992543070198,Daniel Garlett,MANUAL
Burt,WA,LP,0.2160863975314991,David Goode,MANUAL
Burt,WA,ALP,0.48617125224993574,Matt Keogh,MANUAL
Canning,WA,LP,0.40957330741306464,Andrew Hastie,MANUAL
Canning,WA,ALP,0.3064509730019242,Amanda Hunt,MANUAL
Canning,WA,ON,0.041806351788300174,Tammi Siwes,MANUAL
Canning,WA,UAPP,0.024181230287040528,James gordon Waldeck,MANUAL
Canning,WA,GRN,0.07596556307155185,Jodie Moffat,MANUAL
Cowan,WA,ALP,0.43363070096451084,Anne Aly,MANUAL
Cowan,WA,GRN,0.09124328137909267,Isabella Tripp,MANUAL
Cowan,WA,ON,0.026354631787083537,Tyler Walsh,MANUAL
Cowan,WA,UAPP,0.022492875244840935,Claire elizabeth Hand,MANUAL
Cowan,WA,LP,0.2815369048392637,Vince Connelly,MANUAL
Curtin,WA,UAPP,0.016861913107646898,Ladeisha louise Verhoeff,MANUAL
Curtin,WA,LP,0.40040586661747074,Celia Hammond,MANUAL
Curtin,WA,ON,0.012083756111059865,Dale marie Grillo,MANUAL
Curtin,WA,ALP,0.13517203210035975,Yannick Spencer,MANUAL
Curtin,WA,GRN,0.10044276358269533,Cameron Pidgeon,MANUAL
Durack,WA,LP,0.32102943326857597,Melissa Price,MANUAL
Durack,WA,ALP,0.27253451985544486,Jeremiah Riley,MANUAL
Durack,WA,ON,0.06448580560255687,Brenton Johannsen,MANUAL
Durack,WA,NP,0.09567378997723047,Ian Blayney,MANUAL
Durack,WA,GRN,0.08833113993858495,Bianca Mcneair,MANUAL
Durack,WA,UAPP,0.023281318543585887,Andrew charles Middleton,MANUAL
Forrest,WA,UAPP,0.024181651449304255,Helen Allan,MANUAL
Forrest,WA,GRN,0.1273872652605558,Christine Terrantroy,MANUAL
Forrest,WA,ALP,0.26007734938798294,Bronwen English,MANUAL
Forrest,WA,ON,0.05003787727762051,Shane Mezger,MANUAL
Forrest,WA,LP,0.40873569634384593,Nola Marino,MANUAL
Fremantle,WA,ALP,0.4142181825169584,Josh Wilson,MANUAL
Fremantle,WA,UAPP,0.019216356963046945,Stella Jinman,MANUAL
Fremantle,WA,LP,0.22818463075770096,Bill Koul,MANUAL
Fremantle,WA,GRN,0.17092949518630257,Felicity Townsend,MANUAL
Fremantle,WA,ON,0.029401026153461827,William Edgar,MANUAL
Hasluck,WA,GRN,0.10380171628553622,Brendan Sturcke,MANUAL
Hasluck,WA,UAPP,0.02850568100100676,Will Scott,MANUAL
Hasluck,WA,ON,0.03627211275708327,Ian Monck,MANUAL
Hasluck,WA,LP,0.315345893858766,Ken Wyatt,MANUAL
Hasluck,WA,ALP,0.3753200057529124,Tania Lawrence,MANUAL
Moore,WA,ALP,0.3137903846859071,Tom French,MANUAL
Moore,WA,GRN,0.13662033811287544,Mark Cooper,MANUAL
Moore,WA,LP,0.40069309472294545,Ian Goodenough,MANUAL
Moore,WA,ON,0.03246360335912575,Brian Brightman,MANUAL
Moore,WA,UAPP,0.021471267739924457,Helen Watkinson,MANUAL
O'Connor,WA,ON,0.06658286560648581,Stan Kustrin,MANUAL
O'Connor,WA,ALP,0.2509549423136888,Shaneane Weldon,MANUAL
O'Connor,WA,GRN,0.10021047708138447,Giz Watson,MANUAL
O'Connor,WA,UAPP,0.016779700654817587,Tracy anne Tirronen,MANUAL
O'Connor,WA,LP,0.42187987215466166,Rick Wilson,MANUAL
Pearce,WA,GRN,0.10290253107032069,Donna Nelson,MANUAL
Pearce,WA,ALP,0.40105905830748256,Tracey Roberts,MANUAL
Pearce,WA,UAPP,0.025034083499634468,Trevor richard Dalby,MANUAL
Pearce,WA,ON,0.042431487226097096,Aaron Malloy,MANUAL
Pearce,WA,LP,0.2803738317757009,Linda Aitken,MANUAL
Perth,WA,ON,0.025428040218668197,Cameron Bailey,MANUAL
Perth,WA,ALP,0.37060744248859945,Patrick Gorman,MANUAL
Perth,WA,UAPP,0.014846127519447964,Sonya michelle Eberhart,MANUAL
Perth,WA,GRN,0.20924252374917907,Caroline Perks,MANUAL
Perth,WA,LP,0.25246741714380855,David Dwyer,MANUAL
Swan,WA,UAPP,0.024976084712211476,Paul Hilton,MANUAL
Swan,WA,ALP,0.3701612979608073,Zaneta Mascarenhas,MANUAL
Swan,WA,ON,0.024095244409505497,Peter Hallifax,MANUAL
Swan,WA,LP,0.30399408984571086,Kristy Mcsweeney,MANUAL
Swan,WA,GRN,0.14075449181197375,Clint Uink,MANUAL
Tangney,WA,ON,0.020461638898577165,Tshung-hui Chang,MANUAL
Tangney,WA,UAPP,0.01539094429390354,Travis llewellyn Mark,MANUAL
Tangney,WA,ALP,0.36612740231982044,Sam Lim,MANUAL
Tangney,WA,LP,0.38462157593968826,Ben Morton,MANUAL
Tangney,WA,GRN,0.11515037694846135,Adam Abdul razak,MANUAL
